bus_id,tiempo,parada,ocupacion,pasajeros_a_bordo
21,12630.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),30.0,15
21,13607.812982256346,Parada 2 (Intermedia),50.0,25
21,14461.420640720471,Parada 3 (Intermedia),76.0,38
21,15447.702609292974,Parada 4 (SAN VICENTE),0.0,0
22,13232.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
22,14120.24475025372,Parada 2 (Intermedia),64.0,32
22,15231.275469248909,Parada 3 (Intermedia),92.0,46
22,16384.877730595086,Parada 4 (SAN VICENTE),0.0,0
23,13838.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),38.0,19
23,15054.495172154178,Parada 2 (Intermedia),80.0,40
23,16000.289049444838,Parada 3 (Intermedia),100.0,50
23,17175.207839716437,Parada 4 (SAN VICENTE),0.0,0
24,14436.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
24,15699.724071620421,Parada 2 (Intermedia),62.0,31
24,16649.844130206107,Parada 3 (Intermedia),100.0,50
24,17574.68356219107,Parada 4 (SAN VICENTE),0.0,0
25,15044.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
25,16239.91135269002,Parada 2 (Intermedia),56.00000000000001,28
25,17119.945459369534,Parada 3 (Intermedia),90.0,45
25,18015.70072681506,Parada 4 (SAN VICENTE),0.0,0
26,15654.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),54.0,27
26,16539.054908527658,Parada 2 (Intermedia),68.0,34
26,17480.329206473936,Parada 3 (Intermedia),84.0,42
26,18640.840207161946,Parada 4 (SAN VICENTE),0.0,0
27,16228.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),28.000000000000004,14
27,17223.26637530921,Parada 2 (Intermedia),48.0,24
27,18406.19331804235,Parada 3 (Intermedia),80.0,40
27,19568.199087805406,Parada 4 (SAN VICENTE),0.0,0
28,16844.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
28,17850.54663189159,Parada 2 (Intermedia),74.0,37
28,18724.478707415285,Parada 3 (Intermedia),92.0,46
28,19571.063523629517,Parada 4 (SAN VICENTE),0.0,0
29,17436.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
29,18378.746201750568,Parada 2 (Intermedia),57.99999999999999,29
29,19376.476029488316,Parada 3 (Intermedia),84.0,42
29,20550.218500375282,Parada 4 (SAN VICENTE),0.0,0
30,18032.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
30,19013.19000955406,Parada 2 (Intermedia),54.0,27
30,19965.564764040777,Parada 3 (Intermedia),84.0,42
30,21174.454423033225,Parada 4 (SAN VICENTE),0.0,0
31,18652.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),52.0,26
31,19792.354382382102,Parada 2 (Intermedia),82.0,41
31,20946.043283304465,Parada 3 (Intermedia),100.0,50
31,21963.496113278245,Parada 4 (SAN VICENTE),0.0,0
32,19228.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),28.000000000000004,14
32,20264.381504619356,Parada 2 (Intermedia),42.0,21
32,21408.713661650607,Parada 3 (Intermedia),78.0,39
32,22338.896627091315,Parada 4 (SAN VICENTE),0.0,0
33,19828.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),28.000000000000004,14
33,20649.282627890865,Parada 2 (Intermedia),38.0,19
33,21657.08953804006,Parada 3 (Intermedia),48.0,24
33,22670.92245366468,Parada 4 (SAN VICENTE),0.0,0
34,20436.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
34,21413.485029909705,Parada 2 (Intermedia),62.0,31
34,22532.97448657257,Parada 3 (Intermedia),84.0,42
34,23721.973588451863,Parada 4 (SAN VICENTE),0.0,0
35,21042.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),42.0,21
35,22234.182024588637,Parada 2 (Intermedia),74.0,37
35,23288.998998203373,Parada 3 (Intermedia),100.0,50
35,24398.53759175228,Parada 4 (SAN VICENTE),0.0,0
36,21640.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),40.0,20
36,22720.163923630338,Parada 2 (Intermedia),66.0,33
36,23649.69317278069,Parada 3 (Intermedia),96.0,48
36,24517.83345859131,Parada 4 (SAN VICENTE),0.0,0
37,22228.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),28.000000000000004,14
37,23066.12760193057,Parada 2 (Intermedia),52.0,26
37,23922.64379336775,Parada 3 (Intermedia),68.0,34
37,24996.624253991056,Parada 4 (SAN VICENTE),0.0,0
38,22834.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),34.0,17
38,23913.253910924752,Parada 2 (Intermedia),64.0,32
38,24882.042961146646,Parada 3 (Intermedia),100.0,50
38,26079.582945673654,Parada 4 (SAN VICENTE),0.0,0
39,23444.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
39,24615.980098600794,Parada 2 (Intermedia),64.0,32
39,25803.52649915196,Parada 3 (Intermedia),94.0,47
39,26989.57461447925,Parada 4 (SAN VICENTE),0.0,0
40,24036.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
40,25234.08650366126,Parada 2 (Intermedia),62.0,31
40,26325.10704796867,Parada 3 (Intermedia),80.0,40
40,27208.640102486686,Parada 4 (SAN VICENTE),0.0,0
41,24628.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),28.000000000000004,14
41,25668.514154600092,Parada 2 (Intermedia),50.0,25
41,26736.601060450408,Parada 3 (Intermedia),66.0,33
41,27699.229504476,Parada 4 (SAN VICENTE),0.0,0
42,25222.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),22.0,11
42,26415.798583395077,Parada 2 (Intermedia),54.0,27
42,27490.449181179578,Parada 3 (Intermedia),76.0,38
42,28521.298560330313,Parada 4 (SAN VICENTE),0.0,0
43,25826.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),26.0,13
43,27004.7912475889,Parada 2 (Intermedia),50.0,25
43,27895.553517912405,Parada 3 (Intermedia),66.0,33
43,28986.969227949347,Parada 4 (SAN VICENTE),0.0,0
44,26436.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
44,27472.637599410464,Parada 2 (Intermedia),52.0,26
44,28486.066516023406,Parada 3 (Intermedia),72.0,36
44,29425.194421951164,Parada 4 (SAN VICENTE),0.0,0
45,27026.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),26.0,13
45,28132.10226354998,Parada 2 (Intermedia),44.0,22
45,29122.15951037046,Parada 3 (Intermedia),76.0,38
45,30317.467674160536,Parada 4 (SAN VICENTE),0.0,0
46,27632.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
46,28552.905209674984,Parada 2 (Intermedia),42.0,21
46,29468.24508623215,Parada 3 (Intermedia),52.0,26
46,30344.26105052495,Parada 4 (SAN VICENTE),0.0,0
47,28236.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
47,29289.645546779062,Parada 2 (Intermedia),66.0,33
47,30307.146379073623,Parada 3 (Intermedia),98.0,49
47,31493.564898780856,Parada 4 (SAN VICENTE),0.0,0
48,28834.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),34.0,17
48,29866.30717823673,Parada 2 (Intermedia),50.0,25
48,30940.647632807064,Parada 3 (Intermedia),70.0,35
48,32015.11961050132,Parada 4 (SAN VICENTE),0.0,0
49,29448.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),48.0,24
49,30661.5079339837,Parada 2 (Intermedia),86.0,43
49,31675.4756166177,Parada 3 (Intermedia),100.0,50
49,32881.32575761295,Parada 4 (SAN VICENTE),0.0,0
50,30026.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),26.0,13
50,31055.2848782946,Parada 2 (Intermedia),36.0,18
50,31900.621580934327,Parada 3 (Intermedia),56.00000000000001,28
50,32954.58673853133,Parada 4 (SAN VICENTE),0.0,0
51,30636.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
51,31698.430809090958,Parada 2 (Intermedia),66.0,33
51,32557.192857605107,Parada 3 (Intermedia),88.0,44
51,33792.49056450293,Parada 4 (SAN VICENTE),0.0,0
52,31246.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),46.0,23
52,32097.174149944196,Parada 2 (Intermedia),66.0,33
52,33145.58144484221,Parada 3 (Intermedia),84.0,42
52,34004.311954862256,Parada 4 (SAN VICENTE),0.0,0
53,31840.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),40.0,20
53,33027.132438780485,Parada 2 (Intermedia),80.0,40
53,33902.13752771713,Parada 3 (Intermedia),100.0,50
53,34881.26626805334,Parada 4 (SAN VICENTE),0.0,0
54,32452.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),52.0,26
54,33478.62425806528,Parada 2 (Intermedia),66.0,33
54,34336.74687567901,Parada 3 (Intermedia),90.0,45
54,35396.533893667955,Parada 4 (SAN VICENTE),0.0,0
