bus_id,parada,tiempo_atraso,costo_multa
51,Parada 4 (SAN VICENTE),113.91499719158674,1000
52,Parada 2 (Intermedia),36.95170799920743,1000
52,Parada 4 (SAN VICENTE),6.546665517129441,1000
54,Parada 4 (SAN VICENTE),7.635934612695564,1000
55,Parada 2 (Intermedia),9.15794740038109,1000
56,Parada 4 (SAN VICENTE),73.8908114307851,1000
57,Parada 2 (Intermedia),69.13235538838126,1000
57,Parada 3 (Intermedia),64.47099341094872,1000
59,Parada 4 (SAN VICENTE),52.95978906294113,1000
60,Parada 3 (Intermedia),108.69833863146414,1000
61,Parada 2 (Intermedia),213.02689499344706,1000
61,Parada 3 (Intermedia),382.199402087168,1000
61,Parada 4 (SAN VICENTE),295.8328337947496,1000
63,Parada 2 (Intermedia),168.65054395910556,1000
63,Parada 3 (Intermedia),301.67615710978134,1000
63,Parada 4 (SAN VICENTE),439.8438548076192,1000
66,Parada 2 (Intermedia),3.837533690089913,1000
66,Parada 3 (Intermedia),235.73902572560473,1000
66,Parada 4 (SAN VICENTE),326.39981309514405,1000
67,Parada 2 (Intermedia),83.22317143552209,1000
67,Parada 3 (Intermedia),197.1819935539679,1000
67,Parada 4 (SAN VICENTE),297.11973683969336,1000
68,Parada 2 (Intermedia),7.638882611736335,1000
69,Parada 2 (Intermedia),202.8553422915138,1000
69,Parada 3 (Intermedia),53.371533728695795,1000
69,Parada 4 (SAN VICENTE),156.37588987920026,1000
70,Parada 2 (Intermedia),44.2282780827627,1000
70,Parada 3 (Intermedia),264.58939682009077,1000
70,Parada 4 (SAN VICENTE),313.23545150058635,1000
71,Parada 2 (Intermedia),162.7374198774014,1000
71,Parada 3 (Intermedia),295.82749878568575,1000
71,Parada 4 (SAN VICENTE),406.28619683461875,1000
72,Parada 2 (Intermedia),218.91638116843023,1000
72,Parada 3 (Intermedia),208.05466360097853,1000
72,Parada 4 (SAN VICENTE),327.3820708954154,1000
74,Parada 2 (Intermedia),61.62646149855209,1000
74,Parada 3 (Intermedia),184.87107352423845,1000
74,Parada 4 (SAN VICENTE),139.72641712896802,1000
75,Parada 4 (SAN VICENTE),51.24142749341263,1000
77,Parada 2 (Intermedia),53.597477423878445,1000
77,Parada 3 (Intermedia),108.37070781404327,1000
77,Parada 4 (SAN VICENTE),119.52479973169466,1000
78,Parada 2 (Intermedia),41.07079622197125,1000
78,Parada 4 (SAN VICENTE),173.98427932967752,1000
79,Parada 2 (Intermedia),125.61257942820157,1000
79,Parada 3 (Intermedia),309.0761482000016,1000
79,Parada 4 (SAN VICENTE),276.05780747819153,1000
80,Parada 2 (Intermedia),37.98491770511828,1000
81,Parada 3 (Intermedia),149.83390274189878,1000
81,Parada 4 (SAN VICENTE),3.366671314885025,1000
82,Parada 2 (Intermedia),161.48546214832095,1000
82,Parada 3 (Intermedia),309.48503127775984,1000
82,Parada 4 (SAN VICENTE),418.9018368715733,1000
83,Parada 2 (Intermedia),33.44721483120884,1000
83,Parada 4 (SAN VICENTE),92.05010956040496,1000
